Year,Type,Country,Sex,Age,Fatal,Species
1956,Unprovoked,PAPUA NEW GUINEA,,,No,nan
1956,Unprovoked,AUSTRALIA,Male,8.0,No,nan
1956,Unprovoked,AUSTRALIA,Male,18.0,No,nan
1956,Unprovoked,COSTA RICA,Male,33.0,Yes,nan
1956,Unprovoked,AUSTRALIA,Male,25.0,No,5' to 6' shark
1956,Unprovoked,PAPUA NEW GUINEA,Male,,No,nan
1956,Sea Disaster,0,Male,,Yes,nan
1956,Unprovoked,GREECE,Female,15.0,Yes,White Shark
1956,Provoked,USA,Male,,No,4Unknown-lb sand shark
1956,Unprovoked,USA,Female,14.0,,nan
1956,Unprovoked,USA,Female,38.0,No,nan
1956,Unprovoked,PAPUA NEW GUINEA,Male,,No,nan
1956,Unprovoked,PAPUA NEW GUINEA,Male,,Yes,nan
1956,Unprovoked,USA,Male,7.0,No,nan
1956,Provoked,USA,Male,13.0,Yes,nan
1956,Unprovoked,MALTA,Male,40.0,Yes,White Shark
1956,Unprovoked,ITALY,Male,,No,White Shark
1956,Provoked,USA,Male,38.0,No,8-lb shark
1956,Unprovoked,PAPUA NEW GUINEA,Male,19.0,Yes,Unknown.4 m [8'] tiger shark caught 4Unknown hours later with shorts of the boy in its gut
1956,Unprovoked,GABON,Male,,Yes,nan
1956,Provoked,NEW ZEALAND,Male,70.0,No,Mako Shark
1956,Unprovoked,SOUTH AFRICA,Male,29.0,No,White Shark
1956,Unprovoked,PAPUA NEW GUINEA,Male,,No,3.7 m [UnknownUnknown'] shark
1956,Unprovoked,SENEGAL,Male,19.0,No,Lemon Shark
1956,Unprovoked,PAPUA NEW GUINEA,Male,,Yes,nan
1956,Unprovoked,USA,Male,27.0,No,a sand shark
1956,Unprovoked,0,Male,,Yes,Blue
1956,Unprovoked,MAYOTTE,Male,,Yes,Tiger Shark
1956,Unprovoked,PAPUA NEW GUINEA,Male,16.0,Yes,nan
1956,Unprovoked,PAPUA NEW GUINEA,Male,34.0,Yes,4.3 m [Unknown4'] shark
1956,Provoked,UNITED KINGDOM,Male,,Yes,nan
1956,Unprovoked,PAPUA NEW GUINEA,Male,,No,nan
1956,Unprovoked,PAPUA NEW GUINEA,Male,,No,Unknown.3 m [7'] shark
1956,Boat,MALTA,,,No,Porbeagle or white shark
1956,Provoked,UNITED KINGDOM,Male,,Yes,nan
1956,Unprovoked,PAPUA NEW GUINEA,Male,,No,nan
1956,Unprovoked,SOUTH AFRICA,Male,23.0,No,nan
1956,Unprovoked,USA,Male,10.0,No,White Shark
1956,Provoked,AUSTRALIA,Male,,No,Wobbegong Shark
1956,Unprovoked,USA,Male,13.0,Yes,nan
1955,Unprovoked,INDIA,Male,25.0,No,nan
1955,Unprovoked,PAPUA NEW GUINEA,Male,,No,6' shark
1955,Unprovoked,USA,Male,,No,nan
1955,Unprovoked,AUSTRALIA,Male,22.0,Yes,nan
1955,Unprovoked,PAPUA NEW GUINEA,Male,,No,small brown-colored shark
1955,Provoked,AUSTRALIA,Male,25.0,No,nan
1955,Unprovoked,USA,Male,,No,"Leopard shark, 3' Triakis semifasciata, identified by J.W. DeWitt (Unknown955)"
1955,Unprovoked,USA,Male,19.0,No,White Shark
1955,Unprovoked,AUSTRALIA,Male,25.0,Yes,3.6 m  white shark  (or bronze whaler)
1955,Unprovoked,USA,,,,nan
1955,Boat,AUSTRALIA,,,No,nan
1955,Boat,AUSTRALIA,,,No,4 m [Unknown3'] shark x 6
1955,Unprovoked,AUSTRALIA,Male,13.0,Yes,Bronze Whaler Shark
1955,Unprovoked,SOUTH AFRICA,Male,,Yes,nan
1955,Provoked,CUBA,Male,,No,a little shark
1955,Unprovoked,MADAGASCAR,Male,16.0,Yes,nan
1955,Invalid,USA,Male,,No,Bull Shark
1955,Unprovoked,COLUMBIA,Male,12.0,No,Unknown.5 m [5'] shark
1955,Unprovoked,PAPUA NEW GUINEA,Male,,No,nan
1955,Unprovoked,PAPUA NEW GUINEA,Male,,No,nan
1955,Unprovoked,PAPUA NEW GUINEA,Male,,No,6' shark
1955,Unprovoked,MONTENEGRO,Male,,Yes,White Shark
1955,Provoked,USA,Male,28.0,No,Unknown m [6.75'] shark
1955,Unprovoked,USA,Male,,No,nan
1955,Unprovoked,YEMEN,Female,,Yes,Unknown.4 m [8']  shark
1955,Boat,USA,,,No,nan
1955,Unprovoked,PAPUA NEW GUINEA,Male,8.0,No,Wobbegong Shark
1955,Unprovoked,PAPUA NEW GUINEA,Male,,No,nan
1955,Provoked,AUSTRALIA,Male,28.0,No,6' shark
1955,Sea Disaster,NORTH PACIFIC OCEAN,Male,,Yes,Survivors said Unknown species of sharks were involved:  oceanic whitetip sharks and another species
1955,Sea Disaster,NORTH PACIFIC OCEAN,Male,,No,"Survivors said Unknown species of sharks were involved:  oceanic whitetip sharks and another species,"
1955,Unprovoked,USA,Male,,No,nan
1955,Unprovoked,USA,Male,16.0,No,nan
1955,Boat,AUSTRALIA,,,No,nan
1955,Unprovoked,JAPAN,Male,,Yes,nan
1955,Unprovoked,CROATIA,Female,32.0,Yes,White Shark
1955,Unprovoked,AMERICAN SAMOA,Male,28.0,Yes,Blue
1955,Provoked,USA,Male,,No,a small shark
1955,Unprovoked,NORTH ATLANTIC OCEAN ,Male,15.0,No,nan
1955,Boat,AUSTRALIA,,,No,Tooth fragments recovered from hull
1955,Unprovoked,JAPAN,Male,22.0,Yes,Blue
1955,Unprovoked,USA,Male,13.0,No,Unknown.7 m [Unknown.5'] sand shark
1955,Provoked,USA,Male,25.0,No,5' thresher or blue shark. The shark  was killed following the incident
1954,Unprovoked,PAPUA NEW GUINEA,,,No,nan
1954,Provoked,SUDAN?,Male,,No,nan
1954,Invalid,USA,Male,,Yes,nan
1954,Provoked,USA,Male,35.0,No,nan
1954,Unprovoked,PAPUA NEW GUINEA,Male,,Yes,nan
1954,Unprovoked,HONG KONG,Male,,Yes,nan
1954,Unprovoked,AUSTRALIA,Male,30.0,No,Unknown.4 m [8']  shark
1954,Unprovoked,GREECE,Male,,Yes,nan
1954,Unprovoked,AUSTRALIA,Male,23.0,Yes,nan
1954,Unprovoked,MARTINIQUE,Male,,No,Nurse Shark
1954,Unprovoked,AUSTRALIA,Male,30.0,No,nan
1954,Unprovoked,ARGENTINA,Male,18.0,No,White Shark
1954,Unprovoked,PAPUA NEW GUINEA,Male,26.0,No,Unknown4' shark
1954,Unprovoked,IRAN,Male,,Yes,Bull Shark
1954,Unprovoked,MEXICO,Male,,Yes,nan
1954,Unprovoked,USA,Male,,No,a small shark'
1954,Unprovoked,PAPUA NEW GUINEA,Male,12.0,No,nan
1954,Unprovoked,IRAN,Female,,Yes,Bull Shark
1954,Unprovoked,IRAN,Male,,No,Bull Shark
1954,Invalid,CROATIA,,,,nan
1954,Unprovoked,AUSTRALIA,Male,,No,nan
1954,Unprovoked,BERMUDA,Male,22.0,No,"Unknown.4 m [8'] shark, possibly a dusky shark"
1954,Unprovoked,USA,Male,35.0,No,Unknown.5 m [5'] shark
1954,Unprovoked,USA,,,No,Nurse Shark
1954,Unprovoked,AMERICAN SAMOA,Male,27.0,Yes,nan
1954,Unprovoked,PAPUA NEW GUINEA,Male,,Yes,nan
1954,Unprovoked,SOUTH AFRICA,Male,16.0,No,nan
1954,Unprovoked,USA,Male,,No,Blacktip
1954,Sea Disaster,USA,Male,,Yes,nan
1954,Provoked,UNITED KINGDOM,Male,62.0,No,UnknownUnknown' shark
1954,Boat,CROATIA,,,,White Shark
1954,Invalid,JAPAN,Male,13.0,Yes,White Shark
1954,Unprovoked,AUSTRALIA,Male,23.0,Yes,nan
1954,Unprovoked,HONG KONG,Male,20.0,Yes,nan
1954,Unprovoked,ECUADOR,Male,34.0,No,nan
1954,Unprovoked,AUSTRALIA,Male,35.0,Yes,9' shark
1954,Unprovoked,THE BALKANS,Male,,Yes,nan
1954,Unprovoked,SINGAPORE,Male,28.0,Yes,nan
1954,Boat,ITALY,Male,,,5m shark
1954,Provoked,CUBA,Male,,No,Nurse Shark
1954,Provoked,CUBA,Male,,No,Nurse Shark
1954,Unprovoked,ITALY,Male,27.0,No,nan
1953,Boat,AUSTRALIA,,,No,nan
1953,Unprovoked,PAPUA NEW GUINEA,Male,,Yes,Tiger Shark
1953,Unprovoked,USA,Female,19.0,No,nan
1953,Unprovoked,IRAN,Male,,No,"Unknown.5 m [5'] shark, probable bull shark"
1953,Unprovoked,IRAN,Male,,No,"Unknown.5 m [5'] shark, probable bull shark"
1953,Unprovoked,AUSTRALIA,Male,23.0,No,nan
1953,Unprovoked,AUSTRALIA,Male,,No,8' shark
1953,Sea Disaster,INDIAN OCEAN,,,Yes,nan
1953,Boat,AUSTRALIA,,,No,UnknownUnknown' to UnknownUnknown' shark
1953,Provoked,USA,Male,,No,nan
1953,Unprovoked,AUSTRALIA,Male,,No,Wobbegong Shark
1953,Provoked,AUSTRALIA,Male,61.0,No,nan
1953,Unprovoked,AUSTRALIA,Male,,No,Wobbegong Shark
1953,Unprovoked,PAPUA NEW GUINEA,Male,,Yes,nan
1953,Unprovoked,USA,Female,,No,nan
1953,Unprovoked,PANAMA,Male,19.0,No,nan
1953,Provoked,AUSTRALIA,Male,,No,Unknown m [6'9] shark
1953,Unprovoked,AUSTRALIA,Male,25.0,No,Wobbegong Shark
1953,Unprovoked,USA,Male,,No,nan
1953,Unprovoked,USA,Male,15.0,No,8Unknown-lb sand shark
1953,Unprovoked,SOUTH AFRICA,Male,23.0,No,nan
1953,Unprovoked,AUSTRALIA,Male,,No,3.7 [UnknownUnknown'] shark
1953,Provoked,AUSTRALIA,Male,,No,nan
1953,Unprovoked,PHILIPPINES,Male,23.0,Yes,nan
1953,Unprovoked,USA,Male,,No,nan
1953,Unprovoked,SOUTH AFRICA,Female,,No,Said to involve a >4 m [Unknown3'] shark
1953,Sea Disaster,USA,Male,,No,nan
1953,Unprovoked,AUSTRALIA,Male,16.0,No,nan
1953,Unprovoked,USA,Male,,No,Hammer Head Shark
1953,Unprovoked,USA,Female,26.0,No,nan
1953,Invalid,MEXICO,Male,19.0,No,Tintorero
1953,Sea Disaster,PACIFIC OCEAN,,,No,nan
1953,Boat,CANADA,Male,,No,White Shark
1953,Provoked,USA,Male,,No,nan
1953,Unprovoked,USA,Male,15.0,Yes,3 m [UnknownUnknown'] shark seen in vicinity
1953,Unprovoked,MEXICO,Female,18.0,Yes,nan
1952,Unprovoked,NETHERLANDS ANTILLES,Male,,No,Bull Shark
1952,Unprovoked,USA,Male,,No,White Shark
1952,Unprovoked,AUSTRALIA,Male,,No,"Carpet shark, 5'"
1952,Unprovoked,INDIA,Male,,No,A Unknown' (Unknown.6 m) brown shark
1952,Boat,AUSTRALIA,,,No,White Shark
1952,Provoked,SUDAN,Male,,No,a small slim brown shark
1952,Unprovoked,AUSTRALIA,Male,,No,8' shark
1952,Provoked,MAURITIUS,Male,,No,nan
1952,Unprovoked,USA,Male,,No,Tiger Shark
1952,Unprovoked,LIBERIA,Male,,Yes,nan
1952,Unprovoked,PAPUA NEW GUINEA,Male,,Yes,Attacked by a number of sharks
1952,Unprovoked,PAPUA NEW GUINEA,Male,27.0,Yes,nan
1952,Unprovoked,USA,Male,,Yes,nan
1952,Unprovoked,PAPUA NEW GUINEA,Male,,No,nan
1952,Sea Disaster,USA,Male,,Yes,nan
1952,Provoked,USA,Male,34.0,No,nan
1952,Unprovoked,USA,Male,17.0,Yes,White Shark
1952,Provoked,USA,Male,34.0,No,a small shark'
1952,Unprovoked,AUSTRALIA,Male,,No,nan
1952,Unprovoked,AUSTRALIA,Male,25.0,No,Unknown.4 m [8'] shark
1952,Invalid,GUATEMALA,Female,,Yes,nan
1952,Unprovoked,USA,Male,,Yes,nan
1952,Provoked,ITALY,Male,17.0,No,UnknownUnknownUnknown-lb shark
1952,Unprovoked,USA,Male,40.0,Yes,>6.7 m [UnknownUnknown']  shark
1952,Unprovoked,PAPUA NEW GUINEA,Male,,No,nan
1952,Invalid,SOUTH AFRICA,Male,18.0,Yes,"Zambesi shark, UnknownUnknown3-kg [Unknown49-lb] female"
1952,Provoked,ITALY,,19.0,Yes,Unknownm shark
1952,Boat,USA,,,No,Hammer Head Shark
1952,Provoked,USA,Male,43.0,No,a small shark'
1951,Unprovoked,SOUTH AFRICA,Male,19.0,No,nan
1951,Unprovoked,USA,Male,,Yes,nan
1951,Unprovoked,FRENCH POLYNESIA,Male,39.0,No,nan
1951,Unprovoked,MEXICO,Male,16.0,No,nan
1951,Provoked,ITALY,,,No,nan
1951,Provoked,AUSTRALIA,Male,23.0,No,Wobbegong Shark
1951,Unprovoked,AUSTRALIA,Male,,No,5.5 m [Unknown8'] shark
1951,Unprovoked,USA,Male,13.0,No,nan
1951,Unprovoked,SOUTH AFRICA,Male,31.0,No,Unknown36-kg [3UnknownUnknown-lb] shark
1951,Unprovoked,AUSTRALIA,Male,20.0,No,nan
1951,Unprovoked,AUSTRALIA,Male,14.0,No,Unknown.Unknown m [4'] shark
1951,Unprovoked,SOUTH AFRICA,Male,19.0,Yes,nan
1951,Invalid,AUSTRALIA,Male,,Yes,nan
1951,Unprovoked,NEW GUINEA,,,Yes,nan
1951,Unprovoked,PACIFIC OCEAN,Male,40.0,No,Unknown.Unknown m [7'] shark
1951,Provoked,AUSTRALIA,Male,18.0,No,Wobbegong Shark
1951,Unprovoked,COLUMBIA,,,Yes,nan
1951,Unprovoked,AUSTRALIA,Male,42.0,Yes,nan
1951,Unprovoked,ITALY,Male,,No,nan
1951,Unprovoked,MOZAMBIQUE,Male,15.0,Yes,nan
1951,Unprovoked,AUSTRALIA,Male,21.0,Yes,Unknown.4 m [8']  shark
1951,Unprovoked,JAMAICA,Male,81.0,No,nan
1951,Unprovoked,SOUTH AFRICA,Male,24.0,No,White Shark
1951,Unprovoked,PHILIPPINES,Male,,Yes,nan
1951,Unprovoked,SOUTH AFRICA,Male,23.0,No,White Shark
1951,Invalid,NORTH ATLANTIC OCEAN,,,No,nan
1951,Unprovoked,ITALY,Female,21.0,Yes,nan
1951,Unprovoked,ITALY,Male,,No,nan
1951,Unprovoked,AUSTRALIA,Male,56.0,Yes,nan
1951,Unprovoked,GREECE,Male,18.0,No,White Shark
1951,Unprovoked,GREECE,Female,16.0,Yes,White Shark
1950,Unprovoked,SRI LANKA,Male,,No,Whtietip reef shark
1950,Unprovoked,SOUTH AFRICA,Male,,No,Unknown.5 m to Unknown.8 m [5' to 6'] �spear-eye� shark
1950,Unprovoked,SOUTH AFRICA,Male,20.0,Yes,nan
1950,Invalid,AUSTRALIA,Male,,Yes,"Szot's right hand found in a 4.5' [Unknown4.5'] tiger shark caught 3/9/Unknown95Unknown at Safety Bay, south of Freemantle"
1950,Unprovoked,AUSTRALIA,Male,,No,small carpet shark
1950,Unprovoked,SOUTH AFRICA,Male,14.0,Yes,White Shark
1950,Invalid,USA,Male,,Yes,nan
1950,Unprovoked,AUSTRALIA,Male,,No,nan
1950,Boat,AUSTRALIA,Male,,No,White Shark
1950,Unprovoked,SRI LANKA,Male,,No,Possibly a lemon shark
1950,Unprovoked,SINGAPORE,Male,,Yes,nan
1950,Unprovoked,LIBERIA,Male,,Yes,nan
1950,Unprovoked,INDONESIA,Male,,Yes,Tiger Shark
1950,Unprovoked,USA,Male,,No,nan
1950,Invalid,USA,Male,,No,Alleged to involve a white shark with little yellow eyes
1950,Unprovoked,PANAMA,Male,,No,Unknown.7 m [9'] shark with black-tipped pectoral fins
1950,Unprovoked,GREECE,,,Yes,nan
1950,Unprovoked,NEW CALEDONIA,Male,,No,nan
1950,Unprovoked,NEW CALEDONIA,Male,,No,nan
1950,Unprovoked,FIJI,Male,,No,nan
1950,Unprovoked,SOUTH AFRICA,Male,,No,Unknown.Unknown3 m shark
1950,Sea Disaster,AUSTRALIA,Male,50.0,Yes,nan
1950,Boat,ITALY,Male,,No,"unknown, possibly a white shark"
1950,Unprovoked,SAUDI ARABIA,Male,,No,nan
1950,Unprovoked,AUSTRALIA,Male,19.0,No,Nurse Shark
1950,Unprovoked,AUSTRALIA,,,No,Wobbegong Shark
1950,Unprovoked,SOUTH AFRICA,Male,27.0,No,nan
1950,Provoked,AUSTRALIA,Male,17.0,No,Unknown' shark
1950,Unprovoked,AUSTRALIA,Male,21.0,No,White Shark
1950,Boat,AUSTRALIA,Male,18.0,No,UnknownUnknown' shark
1950,Unprovoked,USA,Male,31.0,No,White Shark
1950,Unprovoked,AUSTRALIA,Male,25.0,No,4' shark
1950,Provoked,EL SALVADOR,Male,27.0,No,"Unknown,UnknownUnknownUnknown-lb shark"
1950,Unprovoked,AUSTRALIA,Male,20.0,Yes,nan
1950,Boat,AUSTRALIA,,,No,Unknown7' white shark
1950,Provoked,ITALY,,,No,nan
1950,Unprovoked,CUBA,Male,30.0,No,nan
1950,Unprovoked,USA,Male,11.0,No,Hammer Head Shark
1950,Invalid,USA,Male,,Yes,nan
1950,Unprovoked,USA,Male,21.0,No,Unknown.7 m [Unknown.5'] shark
1950,Unprovoked,USA,Male,16.0,No,sand shark
1950,Sea Disaster,USA,Male,25.0,Yes,nan
1950,Unprovoked,JAPAN,Male,19.0,Yes,nan
1949,Invalid,AUSTRALIA,,,,Tiger Shark
1949,Unprovoked,AUSTRALIA,Male,13.0,Yes,3.3 m [UnknownUnknown'9] shark
1949,Unprovoked,MEXICO,Male,,No,nan
1949,Boat,AUSTRALIA,,,,nan
1949,Unprovoked,AUSTRALIA,Male,20.0,Yes,White Shark
1949,Invalid,AUSTRALIA,Male,32.0,No,nan
1949,Unprovoked,AUSTRALIA,Male,,No,nan
1949,Unprovoked,PAPUA NEW GUINEA,Male,,No,nan
1949,Boat,ITALY,Male,,No,White Shark
1949,Provoked,AUSTRALIA,Male,26.0,No,nan
1949,Unprovoked,PAPUA NEW GUINEA,Male,,No,nan
1949,Unprovoked,PAPUA NEW GUINEA,Male,18.0,Yes,nan
1949,Unprovoked,PAPUA NEW GUINEA,Male,,No,nan
1949,Unprovoked,NEW GUINEA,Male,,Yes,nan
1949,Provoked,AUSTRALIA,Male,,No,3' shark
1949,Unprovoked,NEW GUINEA,,,Yes,nan
1949,Unprovoked,AUSTRALIA,Female,22.0,No,"Whaler shark, Unknown.7 m [9'], 35Unknown- to 45Unknown-lb  identified by G.P. Whitley"
1949,Invalid,ITALY,Male,17.0,No,Unknown m shark
1949,Sea Disaster,CHINA,Male,,Yes,nan
1949,Unprovoked,AUSTRALIA,Male,35.0,No,"Grey nurse shark, Unknown.6 m [8.5']"
1949,Unprovoked,AUSTRALIA,Male,36.0,No,6' shark
1949,Invalid,AUSTRALIA,Male,,Yes,nan
1949,Unprovoked,AUSTRALIA,Male,21.0,No,nan
1949,Unprovoked,AUSTRALIA,Male,34.0,Yes,nan
1949,Sea Disaster,0,Male,,Yes,Shark involvement not confirmed
1949,Unprovoked,AUSTRALIA,Male,18.0,No,nan
1949,Unprovoked,IRAN,Male,18.0,No,nan
1949,Unprovoked,IRAN,Male,18.0,Yes,nan
1949,Unprovoked,USA,Male,16.0,No,nan
1949,Provoked,USA,Male,16.0,No,"Bonita sharkk, UnknownUnknownUnknown-lb"
1949,Unprovoked,ITALY,Male,21.0,No,nan
1948,Provoked,PAPUA NEW GUINEA,Male,30.0,No,grey shark
1948,Unprovoked,NORTHERN MARIANA ISLANDS,Male,,No,nan
1948,Provoked,IRAN,Male,38.0,No,nan
1948,Provoked,SOUTH AFRICA,Male,,No,nan
1948,Unprovoked,KENYA,Male,,Yes,nan
1948,Invalid,SENEGAL,,,Yes,Tiger Shark
1948,Unprovoked,AUSTRALIA,Male,,No,6' shark
1948,Sea Disaster,USA,Male,,Yes,nan
1948,Unprovoked,AUSTRALIA,Male,16.0,Yes,3.7 m [UnknownUnknown'] shark
1948,Provoked,USA,Male,48.0,No,Nurse Shark
1948,Unprovoked,NEW GUINEA,Male,,No,nan
1948,Boat,SOUTH AFRICA,,,No,nan
1948,Provoked,BAHAMAS,Male,41.0,No,Lemon Shark
1948,Unprovoked,USA,Male,46.0,Yes,nan
1948,Provoked,PAPUA NEW GUINEA,Male,,No,nan
1948,Unprovoked,IRAN,Male,15.0,No,nan
1948,Unprovoked,GREECE,Male,17.0,Yes,Said to be 6.4 m [UnknownUnknown'] shark
1948,Unprovoked,IRAN,Male,19.0,No,nan
1948,Unprovoked,CUBA,Male,14.0,No,nan
1948,Unprovoked,AUSTRALIA,Male,,No,nan
1948,Sea Disaster,NORTH PACIFIC OCEAN,Male,,Yes,nan
1948,Unprovoked,AUSTRALIA,Male,41.0,No,nan
1948,Unprovoked,AUSTRALIA,Male,28.0,Yes,nan
1948,Unprovoked,USA,Male,,No,nan
1948,Unprovoked,IRAN,Female,60.0,Yes,nan
1948,Unprovoked,USA,Male,,No,nan
1948,Unprovoked,IRAN,Male,13.0,Yes,nan
1948,Sea Disaster,MID ATLANTIC OCEAN,Male,,Yes,nan
1948,Unprovoked,AUSTRALIA,Male,17.0,Yes,His hand was found in a Unknown.4 m [8'] tiger shark caught Unknown/5/Unknown949
1947,Provoked,PACIFIC OCEAN,Male,29.0,No,nan
1947,Unprovoked,USA,Male,35.0,No,nan
1947,Boat,AUSTRALIA,,,No,Tiger Shark
1947,Unprovoked,KENYA,Male,,No,nan
1947,Unprovoked,SOUTH AFRICA,Male,21.0,No,"Unknown.5 m, 45-kg shark"
1947,Unprovoked,SOUTH AFRICA,Male,14.0,No,nan
1947,Unprovoked,AUSTRALIA,Male,17.0,No,nan
1947,Unprovoked,SOUTH AFRICA,Male,18.0,No,nan
1947,Unprovoked,SOUTH AFRICA,Male,18.0,No,>Unknown.6 m shark
1947,Unprovoked,SOUTH AFRICA,Male,22.0,No,Blacktip
1947,Provoked,BAHAMAS,Male,,No,5' shark
1947,Unprovoked,BRAZIL,,,Yes,nan
1947,Boat,AUSTRALIA,,,No,4.5  m [Unknown4'9] shark
1947,Invalid,GREECE,Male,,No,nan
1947,Boat,AUSTRALIA,,,No,nan
1947,Unprovoked,AUSTRALIA,Male,,No,"Most likely, a small shark"
1947,Unprovoked,SOUTH AFRICA,Male,20.0,No,nan
1947,Unprovoked,AUSTRALIA,Male,16.0,No,nan
1947,Provoked,USA,Male,46.0,No,a small shark
1947,Invalid,SOUTH AFRICA,,,Yes,Tiger Shark
1947,Unprovoked,SENEGAL,Male,,Yes,Tiger Shark
1947,Boat,AUSTRALIA,,,No,5.5 m [Unknown8'] shark
1947,Unprovoked,AUSTRALIA,Male,17.0,No,nan
1947,Unprovoked,AUSTRALIA,Male,9.0,No,Grey nurse shark
1947,Unprovoked,AUSTRALIA,Male,12.0,Yes,nan
1947,Unprovoked,AUSTRALIA,,78.0,Yes,nan
1947,Unprovoked,AUSTRALIA,Male,,No,nan
1947,Unprovoked,BRAZIL,Male,25.0,Yes,nan
1947,Unprovoked,USA,Male,20.0,Yes,Possibly C. leucas
1947,Unprovoked,AUSTRALIA,Male,13.0,No,nan
1946,Unprovoked,AUSTRALIA,Male,12.0,No,small shark
1946,Unprovoked,SOUTH AFRICA,Male,21.0,No,nan
1946,Unprovoked,AUSTRALIA,Male,18.0,No,White Shark
1946,Unprovoked,SOUTH AFRICA,Male,18.0,No,nan
1946,Unprovoked,SOUTH AFRICA,Male,15.0,No,nan
1946,Unprovoked,SOUTH AFRICA,Male,,No,nan
1946,Unprovoked,PERSIAN GULF,Female,,No,nan
1946,Unprovoked,SOUTH AFRICA,Male,18.0,No,Unknown.5 m [5'] shark
1946,Unprovoked,AUSTRALIA,Female,14.0,Yes,nan
1946,Boat,SOUTH AFRICA,,,No,nan
1946,Boat,SOUTH AFRICA,,,No,nan
1946,Boat,AUSTRALIA,,,No,6 m [UnknownUnknown']  shark
1946,Boat,AUSTRALIA,Male,28.0,No,nan
1946,Unprovoked,SOUTH AFRICA,Male,24.0,No,nan
1946,Unprovoked,AUSTRALIA,Male,17.0,Yes,nan
1946,Unprovoked,AUSTRALIA,Male,15.0,No,nan
1946,Unprovoked,TANZANIA,Male,,No,nan
1946,Unprovoked,AUSTRALIA,Male,23.0,No,nan
1946,Unprovoked,AUSTRALIA,Male,30.0,Yes,nan
1946,Unprovoked,MARSHALL ISLANDS,,,Yes,nan
1946,Boat,AUSTRALIA,,,No,7' shark
1946,Unprovoked,ISRAEL,Male,15.0,No,nan
1946,Unprovoked,AUSTRALIA,Male,30.0,Yes,4.3 m [Unknown4'] shark
1946,Unprovoked,IRAN,Male,12.0,No,nan
1946,Unprovoked,IRAN,Male,12.0,No,Possibly C. leucas
1946,Unprovoked,INDIA,Male,14.0,No,nan
1945,Sea Disaster,JAVA,,,Yes,nan
1945,Unprovoked,IRAQ,Male,15.0,No,Bull Shark
1945,Unprovoked,PANAMA,Female,,No,nan
1945,Unprovoked,CUBA,Male,,Yes,nan
1945,Unprovoked,JAMAICA,Male,,No,nan
1945,Unprovoked,ISRAEL,Male,,No,nan
1945,Unprovoked,SOUTH AFRICA,Male,37.0,No,Thought to involve a Zambesi shark
1945,Unprovoked,USA,Male,,Yes,nan
1945,Unprovoked,AUSTRALIA,Male,,Yes,nan
1945,Unprovoked,USA,,,Yes,nan
1945,Unprovoked,IRAN / IRAQ,Male,,No,nan
1945,Unprovoked,IRAN,Male,13.0,No,nan
1945,Sea Disaster,JAPAN,Male,,Yes,nan
1945,Sea Disaster,OKINAWA,Male,20.0,No,nan
1945,Unprovoked,HONG KONG,Male,,Yes,nan
1945,Sea Disaster,PHILIPPINES,,,Yes,nan
1944,Unprovoked,USA,Female,15.0,No,Unknown.8 m [6'] blacktip shark or spinner shark
1944,Unprovoked,SOUTH AFRICA,Male,,No,Unknown.Unknown m [7'] shark
1944,Unprovoked,PANAMA,Male,,Yes,White Shark
1944,Unprovoked,NICARAGUA,,,Yes,Bull Shark
1944,Unprovoked,SOUTH AFRICA,Male,18.0,No,nan
1944,Unprovoked,SOUTH AFRICA,Male,23.0,Yes,nan
1944,Unprovoked,SOUTH AFRICA,Male,16.0,No,nan
1944,Unprovoked,AUSTRALIA,Male,14.0,No,nan
1944,Unprovoked,INDIA,Male,12.0,Yes,nan
1944,Unprovoked,NEW GUINEA,Male,,Yes,nan
1944,Boat,AUSTRALIA,Male,,No,Unknown4' shark
1944,Unprovoked,SOUTH AFRICA,Male,26.0,Yes,nan
1944,Sea Disaster,SOUTH PACIFIC OCEAN,Male,,Yes,nan
1944,Sea Disaster,ITALY,Male,,Yes,nan
1944,Unprovoked,SAMOA,,,No,5' shark
1944,Unprovoked,SOUTH AFRICA,Male,22.0,Yes,nan
1944,Invalid,NORTH PACIFIC OCEAN,Male,,No,nan
1944,Sea Disaster,PHILIPPINES,Male,,Yes,nan
1944,Unprovoked,SOUTH AFRICA,Male,17.0,Yes,White Shark
1944,Provoked,USA,,,No,Tiger Shark
1944,Sea Disaster,SIERRA LEONE,Male,18.0,Yes,nan
1944,Invalid,AUSTRALIA,Male,,Yes,nan
1944,Sea Disaster,PHILIPPINES,Male,,Yes,nan
1944,Sea Disaster, PHILIPPINES,Male,,Yes,nan
1944,Sea Disaster,PHILIPPINES,Male,19.0,No,9' shark
1944,Unprovoked,PHILIPPINES,Male,,No,nan
1944,Boat,AUSTRALIA,,,No,nan
1944,Unprovoked,USA,Male,13.0,No,nan
1944,Unprovoked,CARIBBEAN SEA,Male,,Yes,nan
1944,Unprovoked,SOUTH AFRICA,Male,19.0,Yes,nan
1944,Sea Disaster,0,Male,,Yes,nan
1943,Sea Disaster,PAPUA NEW GUINEA,,,Yes,nan
1943,Invalid,USA,Male,,Yes,4.9 m [Unknown6'] shark
1943,Unprovoked,SOUTH AFRICA,Male,31.0,Yes,nan
1943,Sea Disaster,SIERRA LEONE,,,Yes,nan
1943,Sea Disaster,BRAZIL,,,Yes,nan
1943,Unprovoked,SOLOMON ISLANDS,Male,,No,nan
